county_i_name,county_j_name,L_ij_eq,L_ij_cf,U_ij_eq,U_ij_cf,pi_ij_cond_eq,pi_ij_cond_cf,pi_ij_joint_eq,pi_ij_joint_cf,diff_U_ij,diff_pi_ij_joint,diff_pi_ij_cond,diff_L_ij
Los Angeles,San Diego,2.234564356230226,189.54111819312703,-7.135176716744519,-2.1815843304176354,0.00047120052536559447,0.03996836082253426,0.00021863832472489278,0.00021863832472489278,4.953592386326884,0.0,0.03949716029716866,187.3065538368968
Orange,San Diego,9.990532537585906,127.55829274636145,-5.637585108592895,-1.7154909691301958,0.006455713219798473,0.08242601219500083,0.0009775119213000917,0.0009775119213000917,3.9220941394626996,0.0,0.07597029897520235,117.56776020877554
Riverside,San Diego,28.315733691497464,128.0293078797909,-4.595805395907717,-1.3940504231040791,0.027865263836319522,0.125992512915991,0.0027705197034957776,0.0027705197034957776,3.201754972803638,0.0,0.09812724907967149,99.71357418829345
San Bernardino,San Diego,2.4183867639623955,55.86439406102017,-7.056122315485684,-2.1382003389079705,0.00265936806009606,0.061431028103661564,0.0002366242122923736,0.0002366242122923736,4.917921976577714,0.0,0.0587716600435655,53.446007297057776
San Diego,San Diego,1580.3634548209748,905.1012148013332,-0.5738128726343342,-0.181848755540584,0.9782848759262783,0.560280501881733,0.1546288059482954,0.1546288059482954,0.39196411709375023,0.0,-0.4180043740445454,-675.2622400196416
Ventura,San Diego,0.003968193279608659,7.33877414161391,-13.468667388065231,-4.070324257144,1.0186660641586298e-05,0.01883920374796921,3.8826321041917893e-07,3.8826321041917893e-07,9.398343130921232,0.0,0.018829017087327624,7.334805948334301
Los Angeles,Ventura,218.6309228844384,752.2377298926912,-2.5518379824024255,-0.8031379097846155,0.04610250111485182,0.15862367648396283,0.02139168584661068,0.02139168584661068,1.74870007261781,0.0,0.11252117536911102,533.6068070082528
Orange,Ventura,6.731264861028093,113.27451679922581,-6.032459937211641,-1.8342502024439258,0.004349629550358724,0.07319607766812276,0.0006586127038102139,0.0006586127038102139,4.198209734767715,0.0,0.06884644811776404,106.54325193819771
Riverside,Ventura,0.2701785934388229,31.599327059757915,-9.24789508836756,-2.7931738038366025,0.00026588037135549,0.031096619115142526,2.643530712431445e-05,2.643530712431445e-05,6.454721284530958,0.0,0.030830738743787035,31.329148466319094
San Bernardino,Ventura,1.239606021486392,45.69243733453357,-7.724429402374202,-2.339194759176887,0.0013631271514414065,0.050245481924614435,0.00012128779513600645,0.00012128779513600645,5.385234643197315,0.0,0.04888235477317303,44.45283131304718
San Diego,Ventura,0.03404043354007694,35.74053742186966,-11.319429246061336,-3.4136099859424687,2.107188773610517e-05,0.022124294959258623,3.3306462359702377e-06,3.3306462359702377e-06,7.905819260118868,0.0,0.02210322307152252,35.70649698832958
Ventura,Ventura,377.235076456166,230.55297799421038,-2.006354468797058,-0.6230153996613464,0.9683917680392814,0.5918474180183453,0.036910122957024886,0.036910122957024886,1.3833390691357117,0.0,-0.3765443500209361,-146.6820984619556
