county_i_name,county_j_name,L_ij_eq,L_ij_cf,U_ij_eq,U_ij_cf,pi_ij_cond_eq,pi_ij_cond_cf,pi_ij_joint_eq,pi_ij_joint_cf,diff_U_ij,diff_pi_ij_joint,diff_pi_ij_cond,diff_L_ij
Los Angeles,Los Angeles,3656.523059780139,1756.453557990603,0.2650449843100784,0.029387062474823054,0.7710476460326646,0.37038174219412273,0.35776820384666563,0.35776820384666563,-0.23565792183525533,0.0,-0.4006659038385419,-1900.0695017895362
Orange,Los Angeles,257.44282756609516,338.9806483358666,-2.388425340316043,-0.7393252846120153,0.16635520268895856,0.21904356394263882,0.02518919107187764,0.02518919107187764,1.6491000557040278,0.0,0.05268836125368026,81.53782076977143
Riverside,Los Angeles,12.826174632747515,100.79831339893144,-5.387735030737401,-1.6344888988329134,0.012622125354270378,0.0991947313715785,0.0012549619913671906,0.0012549619913671906,3.753246131904488,0.0,0.08657260601730812,87.97213876618393
San Bernardino,Los Angeles,48.87120550518769,137.91703102484396,-4.050034628329101,-1.2358267857612448,0.053740999957320214,0.15165983899523613,0.004781745698730415,0.004781745698730415,2.814207842567856,0.0,0.09791883903791593,89.04582551965628
San Diego,Los Angeles,0.9787650898891552,97.94303236688309,-7.960686621182945,-2.4067970807747856,0.0006058803002576725,0.060629209676158854,9.576612056660128e-05,9.576612056660128e-05,5.553889540408159,0.0,0.060023329375901185,96.96426727699394
Ventura,Los Angeles,11.163359901154895,79.9370325814571,-5.526586028844747,-1.6840637254558475,0.028657212721294668,0.20520457705201176,0.0010922658370901167,0.0010922658370901167,3.8425223033888996,0.0,0.17654736433071708,68.77367268030221
Los Angeles,Orange,746.8841166969073,1088.6439825731763,-1.3233129653967532,-0.4489768207343638,0.15749476500579304,0.2295613527953914,0.07307799911107983,0.07307799911107983,0.8743361446623894,0.0,0.07206658778959835,341.75986587626903
Orange,Orange,1153.402874128322,532.5081094332153,-0.8887511338452971,-0.2876701793579302,0.7453094371346705,0.34409773741136185,0.11285334943663204,0.11285334943663204,0.601080954487367,0.0,-0.4012116997233086,-620.8947646951068
Riverside,Orange,90.89657757194253,181.7951950091805,-3.429500656897286,-1.0447297708751588,0.08945052045821503,0.17890304832987966,0.00889366886576624,0.00889366886576624,2.3847708860221273,0.0,0.08945252787166463,90.89861743723797
San Bernardino,Orange,103.13999914882797,172.7067272655451,-3.303135726528018,-1.0108841277815437,0.11341743328322025,0.18991617101856303,0.010091612068882047,0.010091612068882047,2.292251598746474,0.0,0.07649873773534278,69.56672811671714
San Diego,Orange,12.695408196889844,211.9165429404912,-5.3979826381120315,-1.6349905562544653,0.007858778178425264,0.1311816900630299,0.001242167303048436,0.001242167303048436,3.762992081857566,0.0,0.12332291188460465,199.22113474360137
Ventura,Orange,0.9971315201363512,38.6197217299797,-7.9420956087346735,-2.4115398858379637,0.002559714130572744,0.09913982803140997,9.756316236100183e-05,9.756316236100183e-05,5.530555722896709,0.0,0.09658011390083723,37.62259020984335
